external_id,rating,final_sentiment,original_text,cleaned_text,text_indobert,text_svm,preprocessing_status,drop_reason,text_length_before,text_length_after,alphabet_char_count,digit_char_count,symbol_char_count,token_count,morse_char_ratio,symbol_char_ratio,digit_char_ratio
48109928-28b0-47c7-a3a0-289f3522fc15,3,Neutral,ᑲᥲᥒᥡᥲᥲ іkᥣᥲᥒ,k,ᑲᥲᥒᥡᥲᥲ іkᥣᥲᥒ,k,dropped,too_few_alphabet_chars,12,1,1,0,0,1,0.0,0.0,0.0
6c0e9f82-ae52-4fbc-99f5-089362ac679f,3,Neutral,A تة٦،تم راغبة ع، ؤعغ٦٥,a,A تة٦،تم راغبة ع، ؤعغ٦٥,a,dropped,too_few_alphabet_chars,23,1,1,3,2,1,0.0,0.105263,0.157895
e30c3f55-e970-45c4-95d5-1953602800b6,3,Neutral,‘饿点击俄军,,‘饿点击俄军,,dropped,too_short_after_cleaning,6,0,0,0,1,0,0.0,0.166667,0.0
d0bc2f11-c2ca-487a-9198-a04360e814a2,3,Neutral,"休闲鞋出烦人的,",,"休闲鞋出烦人的,",,dropped,too_short_after_cleaning,8,0,0,0,1,0,0.0,0.125,0.0
232e8447-2908-4416-8ac8-d301597e7676,3,Neutral,Đ฿ⱨł,,Đ฿ⱨł,,dropped,too_short_after_cleaning,4,0,0,0,1,0,0.0,0.25,0.0
a67fad0c-8944-492a-b3a2-4a5cef7d91ee,3,Neutral,나쁘지 않은,,나쁘지 않은,,dropped,too_short_after_cleaning,6,0,0,0,0,0,0.0,0.0,0.0
b84cf004-e122-4f9a-b9b2-de8d3783e7ff,4,Positive,ᴋᴜʀᴀɴɢɪɴ ɪᴋʟᴀɴɴʏᴀ,,ᴋᴜʀᴀɴɢɪɴ ɪᴋʟᴀɴɴʏᴀ,,dropped,too_short_after_cleaning,17,0,0,0,0,0,0.0,0.0,0.0
4a3a533c-ea1f-4b57-824d-6f8580ac634b,4,Positive,恋愛地獄へようこそ,,恋愛地獄へようこそ,,dropped,too_short_after_cleaning,9,0,0,0,0,0,0.0,0.0,0.0
4c7d41bf-d99f-4001-b683-8792d05dc7fd,4,Positive,노래 가사가 왜 이렇게 많이 빠졌나요?,,노래 가사가 왜 이렇게 많이 빠졌나요?,,dropped,too_short_after_cleaning,21,0,0,0,1,0,0.0,0.0625,0.0
3ada2552-4fda-44d8-ad99-5f8de0b40390,4,Positive,Много грозен,,Много грозен,,dropped,too_short_after_cleaning,12,0,0,0,0,0,0.0,0.0,0.0
7c07debf-562e-41fe-a244-fb974c9f5bbf,5,Positive,التطبيق جيد,,التطبيق جيد,,dropped,too_short_after_cleaning,11,0,0,0,0,0,0.0,0.0,0.0
88630e6b-b73b-4ec7-bbb8-16f4bbf1cdb7,5,Positive,عجيب,,عجيب,,dropped,too_short_after_cleaning,4,0,0,0,0,0,0.0,0.0,0.0
9fdef347-b27e-457f-a1f5-a514b534247d,5,Positive,єηαк ∂ι∂єηgαя,g,єηαк ∂ι∂єηgαя,g,dropped,too_few_alphabet_chars,13,1,1,0,2,1,0.0,0.166667,0.0
09367440-0712-4781-8580-e3137f953369,5,Positive,"这款应用真的很好用,适合在做家务、躺着或运动时听音乐。",,"这款应用真的很好用,适合在做家务、躺着或运动时听音乐。",,dropped,too_short_after_cleaning,27,0,0,0,3,0,0.0,0.111111,0.0
5f7689f4-8513-4116-9faa-9c3219813381,5,Positive,노래가 아주 많아요,,노래가 아주 많아요,,dropped,too_short_after_cleaning,10,0,0,0,0,0,0.0,0.0,0.0
7c659ccd-eebc-4d16-a3a5-e1db785c370a,5,Positive,非常好,,非常好,,dropped,too_short_after_cleaning,3,0,0,0,0,0,0.0,0.0,0.0
e13724c7-1f58-4ec6-acd6-da269c3f2267,5,Positive,ʙᴀɢᴜs ʙᴜᴀᴛ ᴅᴇɴɢᴇʀ ʟᴀɢᴜ,s,ʙᴀɢᴜs ʙᴜᴀᴛ ᴅᴇɴɢᴇʀ ʟᴀɢᴜ,s,dropped,too_few_alphabet_chars,22,1,1,0,0,1,0.0,0.0,0.0
7903e6ac-6a22-4446-8a43-078d758681c7,5,Positive,ᴀᴋᴜ sᴜᴋᴀ ᴛᴀᴘɪ ʙᴀɴʏᴀᴋ ɪᴋʟᴀɴ,s,ᴀᴋᴜ sᴜᴋᴀ ᴛᴀᴘɪ ʙᴀɴʏᴀᴋ ɪᴋʟᴀɴ,s,dropped,too_few_alphabet_chars,26,1,1,0,0,1,0.0,0.0,0.0
2f454da4-5f97-41d5-a4e4-9d596847772b,5,Positive,非常に適しており,,非常に適しており,,dropped,too_short_after_cleaning,8,0,0,0,0,0,0.0,0.0,0.0
