external_id,rating,final_sentiment,original_text,cleaned_text,text_indobert,preprocessing_status,drop_reason,text_length_before,text_length_after,alphabet_char_count,digit_char_count,symbol_char_count,token_count,morse_char_ratio,symbol_char_ratio,digit_char_ratio
6e3b493d-64e4-43af-ad70-8768d1d34c44,1,Negative,time drift time drift race drift race race mainan 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮😗😙😗🥰🥰😗😙😗🥰🫠😇🫠🥰🙃🥰🙃🙃🥰🙃🥰🥰🥰🥰🥰🫢🫢🤢🤢🤢🤮🤢💩💩💩💩💩💩💩💩💩💩💩😺💩😺😺😺😺😺😺😺😺😺😺😾😾💩😺💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,time drift time drift race drift race race mainan 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮😗😙😗🥰🥰😗😙😗🥰🫠😇🫠🥰🙃🥰🙃🙃🥰🙃🥰🥰🥰🥰🥰🫢🫢🤢🤢🤢🤮🤢💩💩💩💩💩💩💩💩💩💩💩😺💩😺😺😺😺😺😺😺😺😺😺😾😾💩😺💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,time drift time drift race drift race race mainan 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮😗😙😗🥰🥰😗😙😗🥰🫠😇🫠🥰🙃🥰🙃🙃🥰🙃🥰🥰🥰🥰🥰🫢🫢🤢🤢🤢🤮🤢💩💩💩💩💩💩💩💩💩💩💩😺💩😺😺😺😺😺😺😺😺😺😺😾😾💩😺💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,dropped,high_symbol_ratio,138,138,41,0,88,9,0.0,0.682171,0.0
3f431384-299d-4784-b374-6c99cfb2599e,1,Negative,🍉🍉🍉🍉🍉🍉🍉,🍉🍉🍉🍉🍉🍉🍉,🍉🍉🍉🍉🍉🍉🍉,dropped,repeated_garbage_pattern,7,7,0,0,7,0,0.0,1.0,0.0
43854109-a8e0-4c78-bcea-6ca2b7ff71b6,1,Negative,💩,💩,💩,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
f87d9fcf-e1b2-4437-a9dc-cbf923d0994c,1,Negative,🇰🇼🇰🇼🇰🇼🇰🇼🇰🇼,🇰🇼🇰🇼🇰🇼🇰🇼🇰🇼,🇰🇼🇰🇼🇰🇼🇰🇼🇰🇼,dropped,high_symbol_ratio,10,10,0,0,10,0,0.0,1.0,0.0
bee7e0fc-ec07-4a8b-8406-198f6d6c7784,1,Negative,🔥,🔥,🔥,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
52661eb4-b0f9-489e-a4ac-117673bcc853,1,Negative,🍉🍉🍉🍉,🍉🍉🍉🍉,🍉🍉🍉🍉,dropped,too_short_after_cleaning,4,4,0,0,4,0,0.0,1.0,0.0
b595ddb2-e67d-4b59-baeb-63e4983e5ee0,1,Negative,",,,😚, l",",,,😚, l",",,,😚, l",dropped,too_few_alphabet_chars,7,7,1,0,5,1,0.0,0.833333,0.0
02a58a95-f159-4ebd-96fd-1fcf8320f033,1,Negative,👎..,👎..,👎..,dropped,too_short_after_cleaning,3,3,0,0,3,0,0.666667,1.0,0.0
5535b52c-d9e0-40bf-bedb-40f99f97b06e,1,Negative,👎👎👎,👎👎👎,👎👎👎,dropped,too_short_after_cleaning,3,3,0,0,3,0,0.0,1.0,0.0
1a9d5818-3b7d-401a-98e7-e3934b328f12,1,Negative,😡😡😡😡,😡😡😡😡,😡😡😡😡,dropped,too_short_after_cleaning,4,4,0,0,4,0,0.0,1.0,0.0
6181e710-95a1-4a5d-8f05-5ae78cfffa7a,1,Negative,👎,👎,👎,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
ff9e7d62-0e81-4ad5-a7e3-26d157baabe0,1,Negative,👎🏻,👎🏻,👎🏻,dropped,too_short_after_cleaning,2,2,0,0,2,0,0.0,1.0,0.0
14736b7e-2f0e-4976-950c-a2e313bcace1,1,Negative,👎,👎,👎,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
fff14850-463e-4887-9987-05bcecc79476,1,Negative,😠😠,😠😠,😠😠,dropped,too_short_after_cleaning,2,2,0,0,2,0,0.0,1.0,0.0
45558f0f-cc74-4ddf-a0be-df5732be673c,1,Negative,😁,😁,😁,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
207b1452-582b-4a92-a62c-d9d198891bb4,1,Negative,💩💩💩,💩💩💩,💩💩💩,dropped,too_short_after_cleaning,3,3,0,0,3,0,0.0,1.0,0.0
a81918b6-d77c-41c1-b753-a37ec9a4f918,1,Negative,MAKAN NOH PREMIUM LU👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,MAKAN NOH PREMIUM LU👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,MAKAN NOH PREMIUM LU👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,dropped,high_symbol_ratio,40,40,17,0,20,4,0.0,0.540541,0.0
0f8ac113-1cdb-48fc-9373-542f685d0c8c,1,Negative,👎,👎,👎,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
9240ae75-31b4-4372-91bd-6d82fad3a981,1,Negative,😠😠😠😠😠😠😠,😠😠😠😠😠😠😠,😠😠😠😠😠😠😠,dropped,repeated_garbage_pattern,7,7,0,0,7,0,0.0,1.0,0.0
acc64658-211c-4aca-ae57-af87923cf93b,1,Negative,😹,😹,😹,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
6f47c686-dcdb-4544-91ed-bc4150a4db9f,1,Negative,😹,😹,😹,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
a4455a88-ef7f-4620-b5d8-0c6b53a85400,1,Negative,😐,😐,😐,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
0739bc89-5944-4bb0-938c-a8b2963470d9,1,Negative,🇧 🇴 🇮 🇰 🇴 🇹 !,🇧 🇴 🇮 🇰 🇴 🇹 !,🇧 🇴 🇮 🇰 🇴 🇹 !,dropped,too_short_after_cleaning,13,13,0,0,7,0,0.0,1.0,0.0
e58105b3-61f0-488f-bec1-a53780699739,1,Negative,👎👎👎👎👎,👎👎👎👎👎,👎👎👎👎👎,dropped,too_short_after_cleaning,5,5,0,0,5,0,0.0,1.0,0.0
c918f13c-0f1b-4f26-b03d-536159e041e0,1,Negative,🍉🍉🍉,🍉🍉🍉,🍉🍉🍉,dropped,too_short_after_cleaning,3,3,0,0,3,0,0.0,1.0,0.0
a7589507-3647-4fcc-a6d8-05498bb06775,1,Negative,👎,👎,👎,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
e3c80ce2-4a1b-4b5a-9c50-fb440916dc8c,1,Negative,m8. 9,m8. 9,m8. 9,dropped,too_few_alphabet_chars,5,5,1,2,1,2,0.25,0.25,0.5
fd78227c-3c31-4b58-aa76-704f143c1145,1,Negative,👎💩,👎💩,👎💩,dropped,too_short_after_cleaning,2,2,0,0,2,0,0.0,1.0,0.0
e3881a06-c085-4f5a-81fe-23dffa3b3b71,1,Negative,😡,😡,😡,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
cf92d24b-e935-47f9-86ae-a62474ba68bf,1,Negative,🤙🤙,🤙🤙,🤙🤙,dropped,too_short_after_cleaning,2,2,0,0,2,0,0.0,1.0,0.0
8f70eaeb-8b1d-4099-8cf8-8c7c5242cafb,1,Negative,👎,👎,👎,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
a1ccd988-149f-401b-8b82-2bf9d1d13dda,1,Negative,👎,👎,👎,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
9cd07fe6-4f85-43fe-aa86-4de6e274854c,1,Negative,😊,😊,😊,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
e79b498c-9bd0-45b9-8403-d591805222df,1,Negative,harus 🤣🤣🤣🤣🤣🤣 🗿🗿🗿,harus 🤣🤣🤣🤣🤣🤣 🗿🗿🗿,harus 🤣🤣🤣🤣🤣🤣 🗿🗿🗿,dropped,high_symbol_ratio,16,16,5,0,9,1,0.0,0.642857,0.0
f8269d36-811b-4d48-a696-7489b2aa2412,1,Negative,f*,f*,f*,dropped,too_few_alphabet_chars,2,2,1,0,1,1,0.0,0.5,0.0
b64248b4-feec-4991-9618-752bdcd16833,1,Negative,*****************bagus,*****************bagus,*****************bagus,dropped,high_symbol_ratio,22,22,5,0,17,1,0.0,0.772727,0.0
1b2b73e6-e5cc-49bf-941b-554bf0253378,1,Negative,... .- -.-- .- ....... ... .- -. --. .- - ....... -.- . -.-. . .-- .- ....... -.. . -. --. .- -. ....... .--. . -- -... .- .-. ..- .- -. ....... ... .--. --- - .. ..-. -.-- ....... ... -.-- .- ....... .--- .- -.. .. ....... - .. -.. .- -.- ....... -... .. ... .- ....... -- . -- .. .-.. .. .... ....... .-.. .- --. ..- ....... -.-- .- -. --. ....... .. -. --. .. -. ....... -.. .. .--. ..- - .- .-.,... .- -.-- .- ....... ... .- -. --. .- - ....... -.- . -.-. . .-- .- ....... -.. . -. --. .- -. ....... .--. . -- -... .- .-. ..- .- -. ....... ... .--. --- - .. ..-. -.-- ....... ... -.-- .- ....... .--- .- -.. .. ....... - .. -.. .- -.- ....... -... .. ... .- ....... -- . -- .. .-.. .. .... ....... .-.. .- --. ..- ....... -.-- .- -. --. ....... .. -. --. .. -. ....... -.. .. .--. ..- - .- .-.,... .- -.-- .- ....... ... .- -. --. .- - ....... -.- . -.-. . .-- .- ....... -.. . -. --. .- -. ....... .--. . -- -... .- .-. ..- .- -. ....... ... .--. --- - .. ..-. -.-- ....... ... -.-- .- ....... .--- .- -.. .. ....... - .. -.. .- -.- ....... -... .. ... .- ....... -- . -- .. .-.. .. .... ....... .-.. .- --. ..- ....... -.-- .- -. --. ....... .. -. --. .. -. ....... -.. .. .--. ..- - .- .-.,dropped,morse_like_text,398,398,0,0,304,0,1.0,1.0,0.0
a4dd49b4-2465-4532-82e4-71af7fa96dab,1,Negative,BOIKOT GAIS !!️!!️!!️!!️!!️,BOIKOT GAIS !!️!!️!!️!!️!!️,BOIKOT GAIS !!️!!️!!️!!️!!️,dropped,high_symbol_ratio,27,27,10,0,15,2,0.0,0.6,0.0
8592660f-1aaf-406e-b2cf-ace7d201b4d8,1,Negative,Ga bisa login cok!? 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿 🗿 🗿 🗿 🗿 🗿 🗿 🗿 🗿🗿🗿 🗿 🗿 🗿 🗿 🗿 🗿🗿🗿🗿🗿 🗿🗿🗿🗿🗿 🗿🗿🗿🗿🗿,Ga bisa login cok!? 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿 🗿 🗿 🗿 🗿 🗿 🗿 🗿 🗿🗿🗿 🗿 🗿 🗿 🗿 🗿 🗿🗿🗿🗿🗿 🗿🗿🗿🗿🗿 🗿🗿🗿🗿🗿,Ga bisa login cok!? 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿 🗿 🗿 🗿 🗿 🗿 🗿 🗿 🗿🗿🗿 🗿 🗿 🗿 🗿 🗿 🗿🗿🗿🗿🗿 🗿🗿🗿🗿🗿 🗿🗿🗿🗿🗿,dropped,high_symbol_ratio,81,81,14,0,47,4,0.0,0.770492,0.0
14743c7e-d01a-4ea6-8bb2-04706765adb3,1,Negative,👍,👍,👍,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
e28eb8a7-51d3-4861-9c88-5a30707c7886,1,Negative,",😫",",😫",",😫",dropped,too_short_after_cleaning,2,2,0,0,2,0,0.0,1.0,0.0
d7f319b2-7f4b-4f9b-87d9-9675df9c43e1,1,Negative,👍,👍,👍,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
c3934b50-cb1c-49db-bad7-cb5729f47431,1,Negative,apk ini jelek banget banyak iklan jelek🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤢🤢🤢🤢🤢🤮🤢🤮🤢🤮🤢🤮🤢,apk ini jelek banget banyak iklan jelek🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤢🤢🤢🤢🤢🤮🤢🤮🤢🤮🤢🤮🤢,apk ini jelek banget banyak iklan jelek🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤢🤢🤢🤢🤢🤮🤢🤮🤢🤮🤢🤮🤢,dropped,high_symbol_ratio,75,75,33,0,36,7,0.0,0.521739,0.0
702c151f-9ffa-4719-ba16-70603f67da90,1,Negative,Kakean iklan . . . . . . . . . .,Kakean iklan . . . . . . . . . .,Kakean iklan . . . . . . . . . .,dropped,high_symbol_ratio,32,32,11,0,10,2,0.47619,0.47619,0.0
90ccd962-1fe2-4922-8c72-586f93bafcc9,1,Negative,👎,👎,👎,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
23da100a-57bb-4b29-8158-7c8bf887207a,1,Negative,😁,😁,😁,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
1d4a85b7-2894-4308-86a6-dede6bf04459,1,Negative,Aplikasi ( RASIS MANDANG YANG BERDUIT ) ------------------------------------,Aplikasi ( RASIS MANDANG YANG BERDUIT ) ------------------------------------,Aplikasi ( RASIS MANDANG YANG BERDUIT ) ------------------------------------,dropped,high_symbol_ratio,76,76,31,0,38,5,0.521739,0.550725,0.0
f5c4ae93-5fbe-4148-9dce-72185a7e729e,1,Negative,🍉,🍉,🍉,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
b9d8805d-765a-4ae3-b296-c1fb8aa126f5,1,Negative,✋😂🤚,✋😂🤚,✋😂🤚,dropped,too_short_after_cleaning,3,3,0,0,3,0,0.0,1.0,0.0
0aa365b7-eee8-43e1-ba6c-59ade07a2711,1,Negative,🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳🤳😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,dropped,repeated_garbage_pattern,37,37,0,0,37,0,0.0,1.0,0.0
e80e522d-d1a2-44bc-bc80-15c4c4c63da1,1,Negative,💯,💯,💯,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
a8c9422d-944b-4197-855c-1521b5bf914f,1,Negative,🚮,🚮,🚮,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
a51954ba-7f41-4e21-b1a3-c4596ff36b16,1,Negative,👎,👎,👎,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
8cdc2c12-9213-40f5-86f2-ea23a4732424,1,Negative,👎,👎,👎,dropped,too_short_after_cleaning,1,1,0,0,1,0,0.0,1.0,0.0
5986cebb-e293-4be4-a983-508c887ffb7d,1,Negative,🤢🤢🤮🤮🤮,🤢🤢🤮🤮🤮,🤢🤢🤮🤮🤮,dropped,too_short_after_cleaning,5,5,0,0,5,0,0.0,1.0,0.0
1da68bea-fa35-4202-b9b8-6777f223490f,1,Negative,Jelek🤢🤢🤢🤢🤢🤮🤮🤮🤮🤮🤮🤮,Jelek🤢🤢🤢🤢🤢🤮🤮🤮🤮🤮🤮🤮,Jelek🤢🤢🤢🤢🤢🤮🤮🤮🤮🤮🤮🤮,dropped,high_symbol_ratio,17,17,5,0,12,1,0.0,0.705882,0.0
2b5c7eac-44b2-4b75-992c-b86dce225ccc,1,Negative,🍑💦🍆☹️👎🦶,🍑💦🍆☹️👎🦶,🍑💦🍆☹️👎🦶,dropped,too_short_after_cleaning,7,7,0,0,7,0,0.0,1.0,0.0
5486deec-d792-47c5-a830-3f0f753a8042,1,Negative,🤢🤢🤢🤢🤢,🤢🤢🤢🤢🤢,🤢🤢🤢🤢🤢,dropped,too_short_after_cleaning,5,5,0,0,5,0,0.0,1.0,0.0
