external_id,rating,content,text_indobert,initial_sentiment,final_sentiment,true_label,predicted_label,prob_negative,prob_neutral,prob_positive,confidence
26fc3052-7445-44c9-bc72-62f2dfeba209,3,"Sedih deh, apa-apa harus premium","Sedih deh, apa-apa harus premium",Neutral,Neutral,Neutral,Negative,0.82178646,0.15883778,0.0193757,0.82178646
15feadb3-061b-46c6-a994-e3eedb82c7c6,3,lumayan tapi iklannya ga ngotak mentang mentang gw bukan VIP,lumayan tapi iklannya ga ngotak mentang mentang gw bukan VIP,Neutral,Neutral,Neutral,Negative,0.43442476,0.3175582,0.24801712,0.43442476
856543f9-1f99-4e8b-82b9-319f904df098,4,Mayan apknya,Mayan apknya,Positive,Positive,Positive,Neutral,0.31212518,0.37967253,0.30820224,0.37967253
22ae86a9-94b1-4e06-87a9-a35417f6182d,4,Sangat mantab,Sangat mantab,Positive,Positive,Positive,Neutral,0.098755844,0.7157143,0.18552989,0.7157143
d0b8ccde-cfcb-4c31-adec-aac3ed103217,3,"BAGUS BGT APLIKASINYA BSA DENGER SEMUA LAGU SESUKA HATI, KRNA SEMUA LAGU YG ADA DSINI LENGKAP.","BAGUS BGT APLIKASINYA BSA DENGER SEMUA LAGU SESUKA HATI, KRNA SEMUA LAGU YG ADA DSINI LENGKAP.",Neutral,Positive,Positive,Negative,0.57879966,0.23522003,0.1859803,0.57879966
482122f2-02cd-42cb-974c-005edb8ab1f3,4,Gak bisa offline,Gak bisa offline,Positive,Positive,Positive,Negative,0.8848339,0.07400569,0.041160475,0.8848339
ff669b08-0ceb-4278-91ef-d0bc4b90e0ac,3,"bagus ,ada lirik nya cuman iklan nya ,ada terjemahan nya","bagus ,ada lirik nya cuman iklan nya ,ada terjemahan nya",Neutral,Neutral,Neutral,Positive,0.013388751,0.025031354,0.9615799,0.9615799
bb318c4c-9e7e-464a-97be-be76d9be26d2,1,Payah,Payah,Negative,Negative,Negative,Neutral,0.14150316,0.5691249,0.289372,0.5691249
4845598c-f8c7-47b0-a46b-ac25a4f567fd,2,Imo,Imo,Negative,Negative,Negative,Neutral,0.14150316,0.5691249,0.289372,0.5691249
9a2ba6d8-6798-42ce-bf38-ccae9ddd5e84,1,Lah kenapa sekarang jadi terbatas lagunya?,Lah kenapa sekarang jadi terbatas lagunya?,Negative,Negative,Negative,Neutral,0.23678571,0.7376086,0.025605677,0.7376086
7563f843-631a-4c2d-b655-42c2204d7f50,4,udah bisa login tapi boleh ga kalo pas mau ganti lagu jangan iklan trus.. iklannya pas udah 8-9 pindah lagu aja..,udah bisa login tapi boleh ga kalo pas mau ganti lagu jangan iklan trus.. iklannya pas udah 8-9 pindah lagu aja..,Positive,Positive,Positive,Negative,0.72173494,0.126154,0.15211102,0.72173494
db864c38-180d-452c-b72b-4845eb9b49fd,3,tolong adakan opsional pembayaran melalui google wallet,tolong adakan opsional pembayaran melalui google wallet,Neutral,Neutral,Neutral,Positive,0.33346826,0.3179617,0.34857002,0.34857002
495f844c-ae7c-4e1f-a4d0-d2e862038105,2,Not bad,Not bad,Negative,Negative,Negative,Neutral,0.12745373,0.81068456,0.061861686,0.81068456
8ccb2755-1afb-4de5-9cf8-4fc57a1eb5d5,4,Ok,Ok,Positive,Positive,Positive,Neutral,0.14150314,0.5691249,0.28937197,0.5691249
9dea83d7-8071-470e-90cf-5826a2bb6cc1,3,"kurangin bintang, skrg dh kikir spotify, masa mau dengar lgu aja gk smuanya bsa hrus premium, pemaksaan sue🗿","kurangin bintang, skrg dh kikir spotify, masa mau dengar lgu aja gk smuanya bsa hrus premium, pemaksaan sue🗿",Neutral,Neutral,Neutral,Negative,0.9385877,0.04891037,0.012501941,0.9385877
38df663e-2fe8-4f34-9015-57fb0ef66336,3,"sorry I gave three stars. because the new lyrics appear when we create a new account, while the old account does not appear the lyrics. here I have used spotify premium,the lyrics should still appear even if it's an old account. and also the application I always update but still the lyrics don't appear :')","sorry I gave three stars. because the new lyrics appear when we create a new account, while the old account does not appear the lyrics. here I have used spotify premium,the lyrics should still appear even if it's an old account. and also the application I always update but still the lyrics don't appear :')",Neutral,Neutral,Neutral,Negative,0.70744425,0.26644194,0.02611384,0.70744425
2e21f634-f4ef-4dd5-9939-30cb20e0106d,1,Jelek jangan coba,Jelek jangan coba,Negative,Negative,Negative,Neutral,0.203703,0.73042345,0.065873556,0.73042345
57cfbbd1-c2b5-40b8-99bd-5827301fc6b1,4,Bagus seh 💅🙏👁️👄👁️,Bagus seh 💅🙏👁️👄👁️,Positive,Positive,Positive,Neutral,0.20855321,0.646799,0.14464776,0.646799
ff929367-4eac-4446-872a-b015ed081e65,2,aplikasi lumayan bagus namun terlalu banyak iklan,aplikasi lumayan bagus namun terlalu banyak iklan,Negative,Negative,Negative,Positive,0.04935348,0.072349764,0.8782968,0.8782968
7b4f3013-336f-4964-a5a8-7d87bee3329c,4,kok tidak bisa di instal ya,kok tidak bisa di instal ya,Positive,Positive,Positive,Negative,0.915197,0.0015290596,0.0832739,0.915197
8674d8e7-08ca-4d64-9cfb-cb643d847d5a,1,RIBETTTTTT,RIBETTTTTT,Negative,Negative,Negative,Neutral,0.14150316,0.5691249,0.289372,0.5691249
4fef8c70-c7b9-4f2a-aafe-945e861073e1,2,nice ... tingkatan trus,nice ... tingkatan trus,Negative,Negative,Negative,Positive,0.027775036,0.3078023,0.6644227,0.6644227
b5b02a7c-df80-460a-9741-80e358b50a75,3,Semoga saja aplikasi in. Bagus dan tidak mngecewakan.,Semoga saja aplikasi in. Bagus dan tidak mngecewakan.,Neutral,Positive,Positive,Neutral,0.42482576,0.5248226,0.050351743,0.5248226
c98d8cd1-1b9c-4f6d-804d-a59777b0dc3f,1,Macet macet mulu,Macet macet mulu,Negative,Negative,Negative,Neutral,0.2333354,0.7334952,0.03316943,0.7334952
f261ff87-3cfe-45bb-9c03-d8471087c9fb,3,Kenapa yah setiap lagu yang aku setel kok malah jadi lagu lain padahalkan aku udh tulis lagu yang aku mau sesuai dengan judul muncul si klo disetel malah lagu yang lain bikin kesel sih Awalnya sih bagus tapi kelamaan jadi ilangi mood aja,Kenapa yah setiap lagu yang aku setel kok malah jadi lagu lain padahalkan aku udh tulis lagu yang aku mau sesuai dengan judul muncul si klo disetel malah lagu yang lain bikin kesel sih Awalnya sih bagus tapi kelamaan jadi ilangi mood aja,Neutral,Positive,Positive,Negative,0.5638073,0.007546277,0.42864645,0.5638073
562b9205-1aa8-49e0-85d9-d1fe3a62cf8a,4,not bad,not bad,Positive,Positive,Positive,Neutral,0.068090685,0.5973671,0.3345421,0.5973671
a8a823d9-67b3-4774-b450-d7f70529f148,2,lebih suka spotify yang dulu,lebih suka spotify yang dulu,Negative,Negative,Negative,Positive,0.40359387,0.005676233,0.5907299,0.5907299
e2008d5f-e23b-4c11-ac03-b81138a344aa,2,E kak sabar,E kak sabar,Negative,Negative,Negative,Neutral,0.1304587,0.78245807,0.08708321,0.78245807
63929b4c-37aa-4ee1-bf8b-836f132d4b6d,4,"Saya biasa pake aplikasi ini untuk mendengar saat belajar atau saat santai, aplikasi ini bagus buat santai-santai, masalahnya, kalau tidak ada premium, kita tidak bisa download lagu. Kalo bisa, pengguna free diperbolehkan download lagu apapun, sebab tanpa internet, aplikasi ini hampir tidak berguna bagi pengguna free.","Saya biasa pake aplikasi ini untuk mendengar saat belajar atau saat santai, aplikasi ini bagus buat santai-santai, masalahnya, kalau tidak ada premium, kita tidak bisa download lagu. Kalo bisa, pengguna free diperbolehkan download lagu apapun, sebab tanpa internet, aplikasi ini hampir tidak berguna bagi pengguna free.",Positive,Positive,Positive,Neutral,0.1931768,0.7015008,0.10532247,0.7015008
b12f9a63-24ee-4ebf-9374-af31a9eaaa9a,3,Keren,Keren,Neutral,Positive,Positive,Neutral,0.14150314,0.5691249,0.28937197,0.5691249
cda7241c-c42c-405d-b2e3-ea7d849129d0,1,"Sebenarnya aplikasi yang bagus,hanya bagi yang gratisan berasa dengerin iklan daripada musiknya, tp ya gpp drpd bayar tiap bulannya tp ga aktif buka ni aplikasi, malah rugi sendiri, saran saya perbanyak lagi iklannya trus iklannya yg lama2 gitu bos,lebih suka dengerin iklannya drpd musiknya, atolah perpanjang lagi durasi iklannya bos, kan untung banyak kan drpd pengguna yg harus bayar","Sebenarnya aplikasi yang bagus,hanya bagi yang gratisan berasa dengerin iklan daripada musiknya, tp ya gpp drpd bayar tiap bulannya tp ga aktif buka ni aplikasi, malah rugi sendiri, saran saya perbanyak lagi iklannya trus iklannya yg lama2 gitu bos,lebih suka dengerin iklannya drpd musiknya, atolah perpanjang lagi durasi iklannya bos, kan untung banyak kan drpd pengguna yg harus bayar",Negative,Negative,Negative,Neutral,0.050304674,0.57126623,0.3784291,0.57126623
313c76ff-d034-410a-bdb1-04e923fd625a,2,👍,👍,Negative,Negative,Negative,Neutral,0.14150314,0.5691249,0.28937197,0.5691249
6eb678ff-0c5d-4523-a5fb-b5503d18bb03,3,harga premium nya ke mahalan,harga premium nya ke mahalan,Neutral,Neutral,Neutral,Positive,0.21797654,0.37224433,0.40977913,0.40977913
afacc4e3-e507-4505-9245-940fedc835b9,3,baikkkk,baikkkk,Neutral,Neutral,Neutral,Positive,0.041440118,0.1894428,0.7691171,0.7691171
694631b7-8d3d-4741-91df-708cffee8b35,3,Bikin smua jendre lagu,Bikin smua jendre lagu,Neutral,Neutral,Neutral,Negative,0.5171373,0.46276507,0.02009768,0.5171373
4cf34437-6cf1-4026-8791-33aa998847c7,3,Gini bang kan aku ini pengguna gratis. Tolonglah bang jangan iklan2 horor kau pake ganti apk pemutar lagu lama2 aku ini bang please lah,Gini bang kan aku ini pengguna gratis. Tolonglah bang jangan iklan2 horor kau pake ganti apk pemutar lagu lama2 aku ini bang please lah,Neutral,Neutral,Neutral,Negative,0.49023625,0.4294528,0.08031099,0.49023625
93f5d315-b518-4041-82f2-98d8e40984bd,5,kenapa gk bisa di update aplikasi spotify yaa ada kendala apa yaa ?mohon maaaf 🙏,kenapa gk bisa di update aplikasi spotify yaa ada kendala apa yaa ?mohon maaaf 🙏,Positive,Positive,Positive,Neutral,0.30998382,0.5882124,0.101803884,0.5882124
c64d210c-2a1a-43bb-bd54-9fb91001d252,2,"awal"" download bagus suka banget,tapi kok pas udah lama di download, susah milih lagu yaa malah ke lagu lain yang direkomendasikan apknya please spotify nya kenapaaa harus banget premiumm😭😭bener"" greget karna harus dengerin lagu yang direkomendasikan😭😭😭mok nangiss sangking gregetnya gak bisa denger lagu yang dipilih sendiriii😭😭benerin dongg😭😭","awal"" download bagus suka banget,tapi kok pas udah lama di download, susah milih lagu yaa malah ke lagu lain yang direkomendasikan apknya please spotify nya kenapaaa harus banget premiumm😭😭bener"" greget karna harus dengerin lagu yang direkomendasikan😭😭😭mok nangiss sangking gregetnya gak bisa denger lagu yang dipilih sendiriii😭😭benerin dongg😭😭",Negative,Negative,Negative,Neutral,0.45380569,0.4767681,0.06942625,0.4767681
59305e35-d79b-459f-840f-c06aa05dcab1,1,meh ga ada nasi padang,meh ga ada nasi padang,Negative,Negative,Negative,Neutral,0.3243443,0.41954577,0.2561099,0.41954577
4c5f5ad3-fee0-424f-bc7c-94f74a42b762,3,Makin update makin jelek,Makin update makin jelek,Neutral,Neutral,Neutral,Negative,0.9433572,0.04756527,0.009077534,0.9433572
85dc8659-b5d2-41fc-9dc7-2ddfb06fb18c,2,daftar nya lumayan ribet,daftar nya lumayan ribet,Negative,Negative,Negative,Neutral,0.24957722,0.5221882,0.22823457,0.5221882
fbb1de2f-96e5-4c60-9811-e27201607583,4,ini knp di spotify gd mini pack yg 2.500 ya? pdhl dulu ada,ini knp di spotify gd mini pack yg 2.500 ya? pdhl dulu ada,Positive,Positive,Positive,Neutral,0.36490476,0.59291905,0.042176157,0.59291905
15111adc-9e9d-4916-98fb-bac00350cb47,5,menyenangkan💕😍,menyenangkan💕😍,Positive,Positive,Positive,Neutral,0.14150316,0.5691249,0.289372,0.5691249
9171b75d-8588-4c0c-88e2-5d8fab224da1,2,lirik ny gaada mulu,lirik ny gaada mulu,Negative,Negative,Negative,Neutral,0.359965,0.43238366,0.20765129,0.43238366
4368f946-e969-49fb-a92e-50d321d8e588,1,Suaranya bagus bagus,Suaranya bagus bagus,Negative,Negative,Negative,Positive,0.13495284,0.0019286916,0.86311847,0.86311847
a80e29a9-9a0c-4ce5-8189-8c1ef15e47fd,4,"Sebenernya sih udh bagus.. tapi kalo kita ngedengerin lagu diplaylist kesukaan kita itu nggak sesuai playlist gitu lagu yg diputar nya, dan coba tanpa internet juga bisa mendengarkan lagu dari spotify, terakhir boleh dikuranggi iklan nya? soalnya rada terganggu dengan iklan²nya jangan dari premium aja, soalnya saya jadi terganggu gara² iklan nya. Terimakasih spotify","Sebenernya sih udh bagus.. tapi kalo kita ngedengerin lagu diplaylist kesukaan kita itu nggak sesuai playlist gitu lagu yg diputar nya, dan coba tanpa internet juga bisa mendengarkan lagu dari spotify, terakhir boleh dikuranggi iklan nya? soalnya rada terganggu dengan iklan2nya jangan dari premium aja, soalnya saya jadi terganggu gara2 iklan nya. Terimakasih spotify",Positive,Positive,Positive,Neutral,0.04240273,0.64770126,0.30989602,0.64770126
178118ab-f410-4a9a-b4b9-fc75b47915bd,3,tiba2 g bisa bayar premium pake Gopay. ada apa ini? padahal udah dapat kode spotifynya,tiba2 g bisa bayar premium pake Gopay. ada apa ini? padahal udah dapat kode spotifynya,Neutral,Neutral,Neutral,Negative,0.8806533,0.0988023,0.020544369,0.8806533
27e7b8ce-219a-4282-88fb-983427a51e94,1,Bagus sih tapi harus ada iklan terus jadi orang gak mood tau,Bagus sih tapi harus ada iklan terus jadi orang gak mood tau,Negative,Negative,Negative,Neutral,0.16252223,0.49092993,0.34654793,0.49092993
76650d64-7c6c-48d0-81bb-44133080b945,3,Bagus,Bagus,Neutral,Positive,Positive,Neutral,0.14150314,0.5691249,0.28937197,0.5691249
36c0d082-492a-4fe7-8d4b-da66b2018dc5,2,Update nya rda rda...,Update nya rda rda...,Negative,Negative,Negative,Neutral,0.19440174,0.7830513,0.022546925,0.7830513
bdecdc9d-fa3f-4247-9ddb-0deea6a0dc78,3,Mkn sampah kalpa aja,Mkn sampah kalpa aja,Neutral,Neutral,Neutral,Negative,0.96988714,0.0051534194,0.024959505,0.96988714
97450371-249d-432d-a324-2036aca5fb89,4,terlalu banyak iklan tapi mendinglah gratis,terlalu banyak iklan tapi mendinglah gratis,Positive,Positive,Positive,Negative,0.9603849,0.002169371,0.03744565,0.9603849
46c17048-60ff-44b1-a902-7a41e91af70b,3,"ASLI TOLONG IKLANNYA JGN HOROR, AKU LAGI NANGIS JADI BATAL NANGISNYA..","ASLI TOLONG IKLANNYA JGN HOROR, AKU LAGI NANGIS JADI BATAL NANGISNYA..",Neutral,Neutral,Neutral,Negative,0.55800307,0.2583769,0.18362004,0.55800307
e73c75b0-22a2-4e99-9e44-722ea1d2fd5d,4,Lagunya kurang koplit,Lagunya kurang koplit,Positive,Positive,Positive,Neutral,0.107857205,0.8550994,0.037043408,0.8550994
cc2d8a90-b6d3-415f-9e76-6df52527196d,5,memuwaskan,memuwaskan,Positive,Positive,Positive,Negative,0.49141124,0.1691344,0.33945438,0.49141124
2efda38f-15d4-4064-a056-7e43229420ad,5,pokoknya asyk lah...,pokoknya asyk lah...,Positive,Positive,Positive,Negative,0.5915133,0.12021039,0.28827634,0.5915133
76144f25-9231-4511-8977-340d8613c49d,3,"untuk lagu lengkap,tapi boleh ga sih jangan dikit² iklan? and kalo bisa lirik itu ga usah premium,aku sering dengerin lagu.kalo bisa harga premiumnya turunin dikit itu MAHAL BGT.","untuk lagu lengkap,tapi boleh ga sih jangan dikit2 iklan? and kalo bisa lirik itu ga usah premium,aku sering dengerin lagu.kalo bisa harga premiumnya turunin dikit itu MAHAL BGT.",Neutral,Negative,Negative,Positive,0.080778874,0.1920031,0.727218,0.727218
c7273388-8913-4eb3-84a3-b099367e0e6b,2,dengarkn musik lbih happy,dengarkn musik lbih happy,Negative,Negative,Negative,Positive,0.0092565045,0.015748441,0.9749951,0.9749951
a2b6700a-6f03-40fc-bab8-e98fcf454562,3,Very disappointed coming back to Spotify a couple years away. Inserting songs into my selected playlist is fine as long as the songs are remotely similar to the currently selected playlist or any playlist I've made but sappy Indonesian love songs? NEVER! This is happening two or three songs into my playlist and I can't make it stop so I've deleted the app because it's annoying af. Would it be so difficult just to play the songs I've liked?,Very disappointed coming back to Spotify a couple years away. Inserting songs into my selected playlist is fine as long as the songs are remotely similar to the currently selected playlist or any playlist I've made but sappy Indonesian love songs? NEVER! This is happening two or three songs into my playlist and I can't make it stop so I've deleted the app because it's annoying af. Would it be so difficult just to play the songs I've liked?,Neutral,Neutral,Neutral,Negative,0.71319276,0.22031893,0.06648835,0.71319276
a293cbf9-6231-4cf4-a688-ed74d83eebd9,4,Baik,Baik,Positive,Positive,Positive,Neutral,0.14150313,0.5691248,0.289372,0.5691248
57717afd-aa19-4302-89b1-5df1348098e0,1,good job,good job,Negative,Negative,Negative,Positive,0.014136705,0.0829313,0.90293205,0.90293205
b46f719d-459a-445e-a14e-2b2863234307,3,"Tidak bebas memilih lagu yang diputar saat itu karena harus ""shuffle.","Tidak bebas memilih lagu yang diputar saat itu karena harus ""shuffle.",Neutral,Neutral,Neutral,Negative,0.6643321,0.3112474,0.024420533,0.6643321
2fa75455-484b-49ac-80df-24481a802f70,2,"lagu bagus,tapi banyak iklan dan ada jelajahi premium yang agak mengganggu dan saat jelajahi premium kayak masa jadi dengerin lagi nya agak kurang bebas","lagu bagus,tapi banyak iklan dan ada jelajahi premium yang agak mengganggu dan saat jelajahi premium kayak masa jadi dengerin lagi nya agak kurang bebas",Negative,Negative,Negative,Positive,0.028389229,0.13393512,0.83767563,0.83767563
dfd5f293-510b-4a98-a83b-bd008eeafea2,3,menurut saya aplikasi ini bagus tapi pas enak²nya ngedengerin musik tiba tiba ada ikatan yang muncul dan juga enggak bisa di lawati padahal masih enak²nya dengerin musik Mala muncul ikutan mana lagi banyak kadang² 1-3 iklan yang muncul tolong iklanya bisa dihilangin enggak atau sedikit gitu 1 ikutan aja udh cukup plis biar nyaman jadinya ngedengerin musik🙏,menurut saya aplikasi ini bagus tapi pas enak2nya ngedengerin musik tiba tiba ada ikatan yang muncul dan juga enggak bisa di lawati padahal masih enak2nya dengerin musik Mala muncul ikutan mana lagi banyak kadang2 1-3 iklan yang muncul tolong iklanya bisa dihilangin enggak atau sedikit gitu 1 ikutan aja udh cukup plis biar nyaman jadinya ngedengerin musik🙏,Neutral,Neutral,Neutral,Positive,0.031634416,0.35472324,0.61364233,0.61364233
13dadb6d-36e3-4cb1-b736-5836891ab146,4,sekarang banyak iklan nyaa😔,sekarang banyak iklan nyaa😔,Positive,Positive,Positive,Negative,0.90465766,0.002128041,0.09321434,0.90465766
394e3a4c-145d-46a4-953f-21efa10ef2fe,4,permisi kak ini iklannya emang iklan apa musik ya lama amat,permisi kak ini iklannya emang iklan apa musik ya lama amat,Positive,Positive,Positive,Negative,0.7821518,0.0040588644,0.2137894,0.7821518
cba273a3-8641-495d-93be-bf2976d2094c,2,Tolong yah kalau mau streaming musik jangan ngambil kuota gratis aja tar apk nya banyak yang download ouh ok,Tolong yah kalau mau streaming musik jangan ngambil kuota gratis aja tar apk nya banyak yang download ouh ok,Negative,Negative,Negative,Neutral,0.43429783,0.5303534,0.035348717,0.5303534
0caa3b80-59c2-4b3f-9453-69ea5ef71a6e,3,knp sih kalau dowload pasti lama,knp sih kalau dowload pasti lama,Neutral,Neutral,Neutral,Negative,0.48094785,0.47054285,0.04850921,0.48094785
b555b85a-437b-4f98-a8cb-ecabd62c9dbc,2,harus bayar,harus bayar,Negative,Negative,Negative,Neutral,0.3585786,0.41093946,0.23048194,0.41093946
0a78b3b2-9192-412f-84e3-97e21e00c110,1,Bagusss sekalii,Bagusss sekalii,Negative,Negative,Negative,Positive,0.051368162,0.059477683,0.8891542,0.8891542
821baccf-f926-40d7-8c91-1bb26b50ccc5,4,tapi kok yang aku harus bayar yah😭,tapi kok yang aku harus bayar yah😭,Positive,Positive,Positive,Negative,0.34205097,0.31709358,0.34085542,0.34205097
79f31287-0711-495f-8978-e4810d161ca3,1,karna ada iklan,karna ada iklan,Negative,Negative,Negative,Positive,0.49230668,0.0022368794,0.50545645,0.50545645
17443496-c8c8-4038-90e9-f5bd5da9d25a,3,Seneng tapi kadang kadang eror,Seneng tapi kadang kadang eror,Neutral,Neutral,Neutral,Positive,0.08665357,0.14764068,0.7657057,0.7657057
8bdaabdf-c8ae-44d3-894b-b257d37ac506,4,Y Lyl mo di . .. . .. .. .. .. .. . . . . . . . . . .,Y Lyl mo di . .. . .. .. .. .. .. . . . . . . . . . .,Positive,Positive,Positive,Neutral,0.2350826,0.6624122,0.10250516,0.6624122
4d871dd2-81f2-45fc-b02d-9126b7791233,4,Iklannya terlalu banyak,Iklannya terlalu banyak,Positive,Positive,Positive,Negative,0.648236,0.3024064,0.049357537,0.648236
24b2febe-c151-4d5d-a365-cf4028178e4e,2,"Sportify muda di akses , dan sound nya bersih di dengar. Ok tks sportify","Sportify muda di akses , dan sound nya bersih di dengar. Ok tks sportify",Negative,Negative,Negative,Positive,0.09346956,0.00418105,0.90234935,0.90234935
8730755b-dc99-4538-8db8-17652e183dd1,3,oke deh makasih banyak ya buat kamu yang paling sering banget bikin gue ketawa bareng sama semua orang bisa berubah jadi lebih baik lagi nanti kita harus bilang ke dia ya kalo mau beli tiket konser gratis biaya perawatan tapi kok bisa rusak nih di twitter tapi kok bisa ya kalo gue punya salah sama siapa yang menang siapa yang bilang kalo mau beli dompet kosong tapi kok maju terus pantang menyerah tapi cuma buat kamu masih di kantor jam setengah ya ampun makasih ya allah amin semoga bisa aja,oke deh makasih banyak ya buat kamu yang paling sering banget bikin gue ketawa bareng sama semua orang bisa berubah jadi lebih baik lagi nanti kita harus bilang ke dia ya kalo mau beli tiket konser gratis biaya perawatan tapi kok bisa rusak nih di twitter tapi kok bisa ya kalo gue punya salah sama siapa yang menang siapa yang bilang kalo mau beli dompet kosong tapi kok maju terus pantang menyerah tapi cuma buat kamu masih di kantor jam setengah ya ampun makasih ya allah amin semoga bisa aja,Neutral,Neutral,Neutral,Positive,0.031604186,0.032339342,0.9360565,0.9360565
8164ac42-16bb-4671-9b93-6ac94e7df9aa,1,ngatur banget dah,ngatur banget dah,Negative,Negative,Negative,Positive,0.41248345,0.056917857,0.5305987,0.5305987
3479b436-3181-446b-96e2-be186ae62301,4,lumayan lh,lumayan lh,Positive,Positive,Positive,Neutral,0.04410532,0.73952997,0.21636474,0.73952997
86ffb387-da8c-44ca-9903-04d7d25bd153,2,Cukup bagus,Cukup bagus,Negative,Negative,Negative,Positive,0.19586055,0.0036879508,0.8004515,0.8004515
4e7ba7c4-ddaf-44d7-98f7-b0e25075044e,4,"Tolong dong iklannya jangan soal poci"" trus. Ga ada iklan lain apa..","Tolong dong iklannya jangan soal poci"" trus. Ga ada iklan lain apa..",Positive,Positive,Positive,Negative,0.8023267,0.021834472,0.17583886,0.8023267
0724e5a7-d492-44e1-9bd0-3259cc5bbf72,2,Tolong perbaiki sedikit ini kenapa Spotify saya sedang offline,Tolong perbaiki sedikit ini kenapa Spotify saya sedang offline,Negative,Negative,Negative,Neutral,0.28483588,0.66154826,0.05361582,0.66154826
1229440f-ec21-4451-8691-71fb55637321,3,Sporti sangat enak di pakay karna bisa sambil bukak aplikasi lain,Sporti sangat enak di pakay karna bisa sambil bukak aplikasi lain,Neutral,Neutral,Neutral,Positive,0.043664735,0.1253334,0.8310019,0.8310019
